"test1","test2","cx","cy","rx","ry","slope"
"DARTRAW","RBMTPRDELA","3.5","3.5","2.15412102934053","1.83365335942745","1"
"DARTRAW","TMTA","3.5","3.5","1.72437440061876","1.84304623436921","1"
"DARTRAW","TMTB","3.5","3.5","1.61802126170529","1.83231276809185","1"
"DARTRAW","STROOP_CAR","3.5","3.5","2.17392575087378","1.840219684555","1"
"DARTRAW","STROOP_CAR","3.5","3.5","2.09530473767878","1.84765574203193","1"
"DARTRAW","STROOP_CAR","3.5","3.5","1.87402899025282","1.8497225182651","1"
"DARTRAW","LF_LETTER1","3.5","3.5","2.20920308517303","1.85358715305036","-1"
"DARTRAW","LF_LETTER2","3.5","3.5","2.34248904383845","1.86273162211187","-1"
"DARTRAW","LF_LETTER3","3.5","3.5","1.82603273157226","1.57373828847847","1"
"DARTRAW","LF_TOTALLE","3.5","3.5","2.00648000553033","1.7550934301248","1"
"DARTRAW","SFANIMAL","3.5","3.5","2.01703774855637","1.8295181485714","1"
"DARTRAW","HADS_ANXIE","3.5","3.5","2.6893458439983","1.83058335177344","1"
"DARTRAW","HADS_DEPRE","3.5","3.5","2.58314463736082","1.86152752749203","1"
"DARTRAW","HADS_TOTAL","3.5","3.5","2.6027524339266","1.74973021397363","1"
"HADS_ANXIE","AVLTTOTAL","3.5","3.5","1.42459363935852","2.69036433919397","1"
"HADS_ANXIE","AVLT_DELRE","3.5","3.5","1.78580633779517","2.68351006136424","1"
"HADS_ANXIE","AVLTRECOGN","3.5","3.5","2.125164958144","2.67259215208661","1"
"HADS_ANXIE","RBMTPR1IMM","3.5","3.5","2.58440474338272","2.68778093311803","1"
"HADS_ANXIE","RBMTPR1DEL","3.5","3.5","2.46898325650954","2.70885503511057","1"
"HADS_ANXIE","RBMTPR2IMM","3.5","3.5","2.59096562906237","2.73273544650163","-1"
"HADS_ANXIE","RBMTPR2DEL","3.5","3.5","2.18810088734278","2.73634987924969","-1"
"HADS_ANXIE","RBMTPRIMME","3.5","3.5","2.37134440146704","2.73597837032007","-1"
"HADS_ANXIE","RBMTPRDELA","3.5","3.5","1.91611790511246","2.39621903569992","1"
"HADS_ANXIE","TMTA","3.5","3.5","1.69970689563089","2.66892178274626","1"
"HADS_ANXIE","TMTB","3.5","3.5","1.60605309524721","2.67197523881902","1"
"HADS_ANXIE","STROOP_CAR","3.5","3.5","2.16212909108492","2.68883239580972","1"
"HADS_ANXIE","STROOP_CAR","3.5","3.5","2.05222106755808","2.65861315588637","1"
"HADS_ANXIE","STROOP_CAR","3.5","3.5","1.82630908710976","2.64826661399314","1"
"HADS_ANXIE","LF_LETTER1","3.5","3.5","2.20008247133309","2.7118987904635","1"
"HADS_ANXIE","LF_LETTER2","3.5","3.5","2.33479834418765","2.72759096008546","1"
"HADS_ANXIE","LF_LETTER3","3.5","3.5","2.16083795964913","2.73591940983888","-1"
"HADS_ANXIE","LF_TOTALLE","3.5","3.5","2.12926757882537","2.73623121049053","1"
"HADS_ANXIE","SFANIMAL","3.5","3.5","2.01504582110215","2.68512661262479","1"
"HADS_ANXIE","DARTRAW","3.5","3.5","1.83058335177344","2.6893458439983","1"
"HADS_ANXIE","HADS_DEPRE","3.5","3.5","2.58469133259422","2.73644404340941","1"
"HADS_ANXIE","HADS_TOTAL","3.5","3.5","0.975309868125256","0.963247731947028","1"
"HADS_DEPRE","AVLTTOTAL","3.5","3.5","1.42432472542939","2.54068734806324","1"
"HADS_DEPRE","AVLT_DELRE","3.5","3.5","1.77893705849231","2.52494292173103","1"
"HADS_DEPRE","AVLTRECOGN","3.5","3.5","2.11027133653991","2.50668901168295","1"
"HADS_DEPRE","RBMTPR1IMM","3.5","3.5","2.60541600328912","2.55936679020773","1"
"HADS_DEPRE","RBMTPR1DEL","3.5","3.5","2.48864872391249","2.57901182772482","1"
"HADS_DEPRE","RBMTPR2IMM","3.5","3.5","2.58336322238955","2.5736146819277","-1"
"HADS_DEPRE","RBMTPR2DEL","3.5","3.5","2.18694589448125","2.58323810354833","-1"
"HADS_DEPRE","RBMTPRIMME","3.5","3.5","2.00538636641974","2.18543653554101","1"
"HADS_DEPRE","RBMTPRDELA","3.5","3.5","1.84738734721678","2.18214881281982","1"
"HADS_DEPRE","TMTA","3.5","3.5","1.14477820431031","1.69787329178608","1"
"HADS_DEPRE","TMTB","3.5","3.5","1.58608276918257","2.49241578014403","1"
"HADS_DEPRE","STROOP_CAR","3.5","3.5","2.17288336633109","2.5523524303066","1"
"HADS_DEPRE","STROOP_CAR","3.5","3.5","2.11233769048328","2.58473766066089","-1"
"HADS_DEPRE","STROOP_CAR","3.5","3.5","1.88038131788858","2.57546390621315","-1"
"HADS_DEPRE","LF_LETTER1","3.5","3.5","2.21910664584925","2.58365669020596","-1"
"HADS_DEPRE","LF_LETTER2","3.5","3.5","1.98347881142347","2.18866627467418","1"
"HADS_DEPRE","LF_LETTER3","3.5","3.5","1.43204755509388","1.71261859363435","1"
"HADS_DEPRE","LF_TOTALLE","3.5","3.5","2.04985865128434","2.48810429397272","1"
"HADS_DEPRE","SFANIMAL","3.5","3.5","2.03073497485477","2.55596678599122","1"
"HADS_DEPRE","DARTRAW","3.5","3.5","1.86152752749203","2.58314463736082","1"
"HADS_DEPRE","HADS_ANXIE","3.5","3.5","2.73644404340941","2.58469133259422","1"
"HADS_DEPRE","HADS_TOTAL","3.5","3.5","1.56991473479704","1.46451409889194","1"
"HADS_TOTAL","AVLTTOTAL","3.5","3.5","1.44465278946371","2.76241040147453","1"
"HADS_TOTAL","AVLT_DELRE","3.5","3.5","1.2504483960141","1.90256395737629","1"
"HADS_TOTAL","AVLTRECOGN","3.5","3.5","2.09884304950659","2.67254255572718","1"
"HADS_TOTAL","RBMTPR1IMM","3.5","3.5","2.60541600328912","2.74356364253329","1"
"HADS_TOTAL","RBMTPR1DEL","3.5","3.5","2.49305573991329","2.76951825081633","1"
"HADS_TOTAL","RBMTPR2IMM","3.5","3.5","2.59386380481776","2.77005078023935","1"
"HADS_TOTAL","RBMTPR2DEL","3.5","3.5","2.18365791560793","2.76498966495322","1"
"HADS_TOTAL","RBMTPRIMME","3.5","3.5","2.25809725657596","2.63794230592774","1"
"HADS_TOTAL","RBMTPRDELA","3.5","3.5","2.15642799115997","2.73051061073052","1"
"HADS_TOTAL","TMTA","3.5","3.5","1.7422505894757","2.76998267877316","1"
"HADS_TOTAL","TMTB","3.5","3.5","1.64428622271773","2.76983929183999","-1"
"HADS_TOTAL","STROOP_CAR","3.5","3.5","2.19858381599704","2.76840587286835","1"
"HADS_TOTAL","STROOP_CAR","3.5","3.5","2.09636782337724","2.74981271849715","1"
"HADS_TOTAL","STROOP_CAR","3.5","3.5","1.88687231351983","2.77034949274247","1"
"HADS_TOTAL","LF_LETTER1","3.5","3.5","2.21917335121705","2.76968493227971","1"
"HADS_TOTAL","LF_LETTER2","3.5","3.5","2.34113930328323","2.76924732634965","1"
"HADS_TOTAL","LF_LETTER3","3.5","3.5","2.15443483687244","2.76197082144915","1"
"HADS_TOTAL","LF_TOTALLE","3.5","3.5","2.12201182678105","2.76105446886913","-1"
"HADS_TOTAL","SFANIMAL","3.5","3.5","2.05363402541723","2.77081491867975","1"
"HADS_TOTAL","DARTRAW","3.5","3.5","1.74973021397363","2.6027524339266","1"
"HADS_TOTAL","HADS_ANXIE","3.5","3.5","0.963247731947029","0.975309868125256","1"
"HADS_TOTAL","HADS_DEPRE","3.5","3.5","1.46451409889194","1.56991473479704","1"
